0,4
1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,4
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,4
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,2
113,2
114,2
115,2
116,2
117,2
118,2
119,2
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,4
130,4
131,4
132,4
133,4
134,4
135,4
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,3
170,3
171,3
172,3
173,3
174,3
175,3
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,4
193,4
194,4
195,4
196,4
197,4
198,4
199,4
200,3
201,3
202,3
203,3
204,3
205,3
206,3
207,3
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,4
226,4
227,4
228,4
229,4
230,4
231,4
232,3
233,3
234,3
235,3
236,3
237,3
238,3
239,3
240,3
241,2
242,2
243,2
244,2
245,2
246,2
247,2
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,4
257,4
258,4
259,4
260,4
261,4
262,4
263,4
264,3
265,3
266,3
267,3
268,3
269,3
270,3
271,3
272,2
273,2
274,2
275,2
276,2
277,2
278,2
279,2
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,4
289,4
290,4
291,4
292,4
293,4
294,4
295,4
296,4
297,3
298,3
299,3
300,3
301,3
302,3
303,3
304,2
305,2
306,2
307,2
308,2
309,2
310,2
311,2
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,4
322,4
323,4
324,4
325,4
326,4
327,4
328,3
329,3
330,3
331,3
332,3
333,3
334,3
335,3
336,3
337,2
338,2
339,2
340,2
341,2
342,2
343,2
344,2
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,1
353,4
354,4
355,4
356,4
357,4
358,4
359,4
360,3
361,3
362,3
363,3
364,3
365,3
366,3
367,3
368,3
369,2
370,2
371,2
372,2
373,2
374,2
375,2
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,4
386,4
387,4
388,4
389,4
390,4
391,4
392,4
393,3
394,3
395,3
396,3
397,3
398,3
399,3
400,2
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,4
418,4
419,4
420,4
421,4
422,4
423,4
424,3
425,3
426,3
427,3
428,3
429,3
430,3
431,3
432,2
433,2
434,2
435,2
436,2
437,2
438,2
439,2
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,4
449,4
450,4
451,4
452,4
453,4
454,4
455,4
456,4
457,3
458,3
459,3
460,3
461,3
462,3
463,3
464,3
465,2
466,2
467,2
468,2
469,2
470,2
471,2
472,2
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,1
481,4
482,4
483,4
484,4
485,4
486,4
487,4
488,4
489,3
490,3
491,3
492,3
493,3
494,3
495,3
496,2
497,2
498,2
499,2
500,2
501,2
502,2
503,2
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,4
514,4
515,4
516,4
517,4
518,4
519,4
520,4
521,3
522,3
523,3
524,3
525,3
526,3
527,3
528,2
529,2
530,2
531,2
532,2
533,2
534,2
535,2
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,4
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,3
553,3
554,3
555,3
556,3
557,3
558,3
559,3
560,2
561,2
562,2
563,2
564,2
565,2
566,2
567,2
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,4
577,4
578,4
579,4
580,4
581,4
582,4
583,4
584,3
585,3
586,3
587,3
588,3
589,3
590,3
591,3
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,4
610,4
611,4
612,3
613,3
614,3
615,3
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,4
625,4
626,4
627,4
628,4
629,4
630,4
631,4
632,3
633,3
634,3
635,3
636,3
637,3
638,3
639,3
640,3
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,4
657,4
658,4
659,4
660,4
661,4
662,4
663,4
664,4
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,2
682,2
683,2
684,2
685,2
686,2
687,2
688,4
689,4
690,4
691,4
692,4
693,4
694,4
695,4
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,2
714,2
715,2
716,2
717,2
718,2
719,2
720,4
721,4
722,4
723,4
724,4
725,4
726,4
727,4
728,3
729,3
730,3
731,3
732,3
733,3
734,3
735,3
736,3
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,2
746,2
747,2
748,2
749,2
750,2
751,2
752,2
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,3
762,3
763,3
764,3
765,3
766,3
767,3
768,3
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,2
778,2
779,2
780,2
781,2
782,2
783,2
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,2
809,2
810,2
811,2
812,2
813,2
814,2
815,2
816,4
817,4
818,4
819,4
820,4
821,4
822,4
823,4
824,3
825,3
826,3
827,3
828,3
829,3
830,3
831,3
832,3
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,2
841,2
842,2
843,2
844,2
845,2
846,2
847,2
848,2
849,4
850,4
851,4
852,4
853,4
854,4
855,4
856,4
857,3
858,3
859,3
860,3
861,3
862,3
863,3
864,3
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,2
873,2
874,2
875,2
876,2
877,2
878,2
879,2
880,2
881,4
882,4
883,4
884,4
885,4
886,4
887,4
888,3
889,3
890,3
891,3
892,3
893,3
894,3
895,3
896,3
897,1
898,1
899,1
900,1
901,1
902,1
903,1
904,1
905,2
906,2
907,2
908,2
909,2
910,2
911,2
912,4
913,4
914,4
915,4
916,4
917,4
918,4
919,4
920,3
921,3
922,3
923,3
924,3
925,3
926,3
927,3
928,1
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,2
937,2
938,2
939,2
940,2
941,2
942,2
943,2
944,4
945,4
946,4
947,4
948,4
949,4
950,4
951,4
952,4
953,3
954,3
955,3
956,3
957,3
958,3
959,3
960,1
961,1
962,1
963,1
964,1
965,1
966,1
967,1
968,1
969,2
970,2
971,2
972,2
973,2
974,2
975,2
976,4
977,4
978,4
979,4
980,4
981,4
982,4
983,4
984,3
985,3
986,3
987,3
988,3
989,3
990,3
991,3
992,3
993,1
994,1
995,1
996,1
997,1
998,1
999,1
